,userid,itemid
1687,1227,22671
1688,1227,22312
1689,1227,180
1690,1227,13788
1691,1227,32513
1692,1227,31081
1693,1227,37437
1694,1227,1132
1695,1227,36020
1696,1227,2836
1697,1227,19411
1698,1227,15255
1699,1227,14308
1700,1227,14693
1701,1227,31604
1702,875,32613
1703,875,24237
1704,875,10785
1705,875,28642
1706,875,36841
1707,875,28203
1708,1226,7103
1709,1226,33736
1710,1226,25346
1711,9141,9634
1712,9141,14231
1713,872,31753
1714,872,35067
1715,872,14404
1716,872,21391
1717,872,34384
1718,872,31243
1719,872,12668
1720,872,32454
1721,872,28408
1722,872,19714
1723,872,7517
1724,872,21478
1725,872,19262
1726,872,34240
1727,872,8792
1728,872,11580
1729,872,29313
1730,872,12374
1731,621,12033
1732,621,35557
1733,621,13947
1734,621,33162
1735,621,8934
1736,621,18814
1737,621,8818
1738,621,9478
1739,621,18137
1740,621,28219
1741,621,19846
1742,621,20513
1743,621,23562
1744,621,9623
1745,621,16170
1746,621,20961
1747,621,35225
1748,621,24929
1749,621,31891
1750,621,10116
1751,621,11436
1752,621,22086
1753,621,17319
1754,621,10219
1755,621,37846
1756,621,2014
1757,621,31397
1758,621,11002
1759,621,29638
1760,621,8942
1761,621,6565
1762,621,3327
1763,621,36084
1764,621,6293
1765,621,10783
1766,621,24028
1767,621,2197
1768,621,36880
1769,621,3771
1770,3435,4959
1771,3435,20181
1772,3435,22627
1773,3435,13155
1774,3435,3255
1775,12833,23044
1776,12833,1224
1777,12833,4326
1778,12833,3565
1779,12833,32603
1780,12833,24105
1781,12833,4663
1782,12833,6179
1783,12833,1553
1784,12833,29609
1785,12833,26749
1786,12833,38064
1787,12833,8959
1788,12833,8901
1789,12833,32106
1790,12833,6612
1791,12833,8255
1792,12833,25157
1793,12833,30145
1794,12833,34761
1795,12833,31712
1796,12833,10650
1797,12832,28736
1798,12832,17836
1799,12832,652
1800,12832,31743
1801,12832,2979
1802,12832,37259
1803,12832,26332
1804,12832,31081
1805,12832,34695
1806,12832,14270
1807,12832,22000
1808,12832,7290
1809,12832,14416
1810,12832,28733
1811,12832,16191
1812,12832,12958
1813,12832,10750
1814,12832,10781
1815,12832,11958
1816,12832,7517
1817,12832,6806
1818,12832,18475
1819,12832,2736
1820,12832,28913
1821,12832,22734
1822,12832,11462
1823,12832,19094
1824,12832,1349
1825,12832,3445
1826,12832,8598
1827,12832,4743
1828,2659,29672
1829,2659,17934
1830,2659,11952
1831,2659,545
1832,12830,36907
1833,12830,31980
1834,12830,32400
1835,12830,3302
1836,12830,7867
1837,12830,5169
1838,12830,34406
1839,12830,2424
1840,12830,16619
1841,12830,35534
1842,12830,33140
1843,12830,92
1844,8549,37888
1845,8549,36808
1846,8549,26949
1847,8549,25212
1848,8549,19952
1849,8549,308
1850,8549,27564
1851,8549,8205
1852,870,7074
1853,870,19288
1854,870,5903
1855,870,35283
1856,12835,28635
1857,12835,30290
1858,12835,6277
1859,12835,37769
1860,12835,9600
1861,12835,10080
1862,12835,38044
1863,8018,23039
1864,8018,8157
1865,8018,21647
1866,8018,15479
1867,8018,6687
1868,8018,35887
1869,8018,26626
1870,8018,1446
1871,8018,30906
1872,8018,16304
1873,8018,4019
1874,8018,23358
1875,8018,20666
1876,8018,34694
1877,8018,12151
1878,8018,9035
1879,8018,239
1880,8018,38255
1881,8018,30848
1882,8018,31305
1883,8018,3597
1884,8018,12065
1885,8018,20627
1886,8018,13142
1887,8018,6664
1888,8018,36301
1889,8018,13655
1890,8018,30530
1891,8018,15420
1892,8018,20463
1893,8018,20127
1894,8018,25752
1895,8018,12344
1896,8018,1773
1897,8018,11277
1898,8017,3528
1899,8017,21267
1900,8017,25654
1901,8017,2562
1902,8017,31441
1903,8017,34694
1904,8017,32069
1905,8017,11657
1906,8017,6315
1907,8017,7133
1908,8017,6866
1909,8016,20768
1910,8016,19325
1911,8016,21393
1912,8016,25329
1913,8016,3511
1914,8016,12625
1915,8016,33966
1916,8016,6787
1917,8547,4545
1918,8547,17700
1919,8547,8332
1920,8547,21849
1921,8547,17827
1922,8547,24344
1923,8547,11082
1924,8547,9112
1925,8547,17096
1926,8547,17041
1927,8547,31805
1928,8547,14715
1929,8547,28834
1930,15286,35154
1931,15286,35666
1932,15286,12512
1933,8541,7517
1934,8541,34741
1935,8541,12115
1936,8541,17950
1937,8541,30236
1938,8541,20362
1939,8541,20048
1940,8541,3094
1941,8541,18956
1942,8541,3424
1943,8541,31980
1944,8541,26646
1945,8541,22377
1946,8541,23923
1947,8541,13387
1948,8541,16188
1949,8541,34628
1950,8541,18844
1951,8541,15467
1952,8541,4224
1953,8541,13772
1954,8541,20158
1955,8012,36302
1956,8012,8765
1957,15283,5749
1958,15283,33953
1959,15283,6519
1960,15283,22477
1961,15283,7035
1962,15283,11351
1963,8542,9371
1964,8542,11351
1965,8542,30981
1966,8542,21048
1967,8542,31180
1968,8542,2179
1969,7456,13378
1970,7456,7034
1971,7456,24634
1972,7456,10042
1973,7456,31759
1974,7456,27091
1975,7456,4839
1976,7457,3611
1977,7457,21820
1978,7457,12426
1979,7457,14480
1980,7457,20512
1981,7457,37876
1982,7457,32276
1983,7457,19635
1984,7454,9111
1985,7454,21393
1986,7454,5885
1987,7454,5669
1988,7454,24278
1989,7454,13713
1990,7454,22883
1991,7454,28817
1992,7455,18062
1993,7455,27345
1994,7452,9979
1995,7452,2453
1996,7453,2848
1997,7453,9875
1998,7453,14032
1999,7453,2282
2000,7453,20625
2001,7453,2412
2002,7453,37693
2003,7453,20894
2004,7453,17888
2005,7453,34018
2006,7450,18339
2007,7450,3330
2008,7450,31330
2009,7450,2653
2010,7450,9553
2011,7450,17831
2012,7450,1342
2013,7451,20732
2014,7451,35683
2015,7451,22125
2016,3865,11423
2017,3865,34273
2018,3865,18468
2019,1220,8109
2020,1220,30869
2021,1220,2479
2022,1220,26154
2023,1220,21105
2024,1220,33838
2025,1220,2551
2026,1220,16179
2027,2035,22329
2028,2035,2971
2029,2035,3279
2030,7458,6833
2031,7458,19233
2032,7458,20814
2033,7458,18790
2034,7458,8568
2035,7458,24811
2036,7458,14291
2037,7458,32149
2038,7458,10156
2039,7458,9363
2040,7458,4444
2041,7458,11653
2042,7459,29543
2043,7459,23649
2044,7459,34721
2045,7459,24876
2046,7459,8640
2047,7459,32492
2048,7459,16953
2049,7459,3892
2050,7459,37274
2051,7459,32277
2052,7459,34457
2053,7459,11374
2054,7459,21156
2055,7459,17587
2056,7459,5286
2057,7459,37897
2058,7459,34827
2059,7459,8091
2060,7459,19930
2061,7459,24733
2062,7459,9685
2063,7459,21348
2064,7459,6702
2065,7459,17586
2066,7459,18093
2067,7459,19999
2068,7459,5903
2069,7459,27147
2070,7459,36250
2071,7459,21048
2072,7459,34186
2073,7459,2854
2074,7459,28730
2075,7459,7958
2076,7459,17117
2077,7459,20682
2078,7459,21555
2079,7459,29935
2080,7459,12634
2081,7459,2961
2082,7459,37775
2083,7459,15940
2084,7459,21336
2085,7459,29382
2086,7459,11606
2087,7459,5829
2088,7459,8930
2089,7459,33074
2090,7459,35614
2091,7459,11262
2092,7459,1601
2093,7459,16202
2094,7459,23157
2095,7459,13104
2096,7459,32938
2097,7459,18431
2098,2742,16018
2099,2742,1473
2100,2742,27321
2101,2742,9839
2102,4596,6852
2103,4596,32065
2104,4596,36772
2105,4596,4576
2106,4596,23014
2107,4596,2662
2108,4596,37044
2109,12026,19174
2110,12026,23150
2111,12026,26648
2112,12026,16679
2113,12026,22214
2114,12026,32400
2115,12026,30665
2116,2744,15662
2117,2744,23294
2118,2744,23882
2119,2744,19150
2120,2744,8453
2121,2744,36041
2122,2744,21760
2123,2744,35493
2124,13603,34382
2125,13603,22992
2126,13603,32545
2127,13603,7827
2128,13603,29903
2129,13603,5038
2130,628,111
2131,628,33362
2132,628,27888
2133,628,9928
2134,628,7378
2135,628,28579
2136,628,16080
2137,2747,10042
2138,2747,2877
2139,2747,26590
2140,2747,24313
2141,4733,523
2142,4733,16119
2143,4733,31354
2144,4595,23264
2145,4595,12622
2146,4595,7295
2147,4595,1524
2148,4595,25695
2149,4595,26117
2150,4595,10754
2151,4595,29129
2152,4595,27884
2153,4595,20259
2154,4595,18626
2155,4595,23239
2156,4595,36209
2157,4595,37716
2158,4595,16463
2159,13601,1080
2160,13601,5508
2161,13601,37810
2162,13601,32585
2163,13601,8554
2164,13601,6733
2165,13601,36024
2166,13601,35096
2167,13601,1091
2168,13601,12997
2169,13601,32704
2170,13601,9832
2171,13601,30095
2172,13601,22369
2173,13601,13884
2174,13601,10363
2175,13601,23362
2176,13601,31465
2177,13601,23434
2178,10884,36353
2179,10884,5712
2180,10885,30935
2181,10885,7313
2182,10885,33438
2183,10885,22425
2184,10885,23429
2185,10885,20682
2186,10885,16493
2187,10885,7750
2188,10885,27810
2189,10886,26897
2190,10886,6319
2191,10886,22576
2192,10886,6108
2193,13600,10564
2194,13600,35225
2195,10880,18156
2196,10880,17250
2197,10881,36606
2198,10881,13182
2199,10881,9868
2200,10882,25415
2201,10882,27934
2202,10882,13857
2203,10882,24015
2204,10882,15471
2205,10882,141
2206,10882,2754
2207,10882,17701
2208,10882,3524
2209,10882,23618
2210,10882,20277
2211,10882,6999
2212,10882,24323
2213,10882,29180
2214,2748,12818
2215,2748,15374
2216,2748,25535
2217,2748,28444
2218,2748,14009
2219,2748,9358
2220,2748,3538
2221,4736,36748
2222,1228,8761
2223,1228,18131
2224,1228,24733
2225,1228,19960
2226,1228,36077
2227,1228,34948
2228,1228,9977
2229,1228,22622
2230,1228,22691
2231,1228,22877
2232,1228,28951
2233,1228,31262
2234,10888,16328
2235,10888,30051
2236,10888,31057
2237,10888,34323
2238,10888,13709
2239,10888,35674
2240,10888,18623
2241,10888,37627
2242,10888,5501
2243,10888,6284
2244,10888,26287
2245,10888,19588
2246,10888,33019
2247,10888,30381
2248,10888,15213
2249,10888,8312
2250,10889,36010
2251,10889,15927
2252,10889,12020
2253,10889,31967
2254,10889,16941
2255,10889,454
2256,10889,19042
2257,10889,6940
2258,10889,20240
2259,10889,20401
2260,10889,30264
2261,15356,36159
2262,4737,14072
2263,4737,15894
2264,4737,30031
2265,4737,34296
2266,4737,1050
2267,4737,18355
2268,4737,21236
2269,8291,26838
2270,8291,98
2271,8291,32581
2272,8291,36180
2273,8291,31586
2274,8291,27938
2275,8291,37819
2276,8291,14799
2277,8291,31347
2278,8291,7283
2279,8291,10120
2280,8291,6366
2281,8291,24387
2282,4599,30270
2283,4599,23374
2284,4599,18669
2285,4599,4328
2286,4599,22107
2287,13605,32002
2288,13605,28159
2289,10583,6099
2290,15554,35622
2291,15554,22185
2292,15554,9916
2293,15554,17085
2294,15554,8241
2295,15554,33816
2296,12593,35931
2297,12593,14718
2298,12593,20854
2299,12593,18617
2300,13604,12082
2301,13604,23345
2302,13604,27585
2303,13604,22670
2304,13604,21262
2305,13604,2527
2306,13604,27460
2307,13604,30474
2308,13604,19994
2309,13604,34532
2310,13604,27564
2311,13604,38293
2312,13604,32981
2313,15557,4663
2314,15557,5369
2315,15557,18944
2316,15557,9467
2317,15557,25878
2318,15557,19452
2319,15557,27365
2320,15557,17001
2321,15557,3886
2322,15557,20730
2323,15557,27326
2324,15557,6763
2325,15557,6913
2326,15557,37865
2327,15557,19222
2328,14476,28582
2329,14476,9513
2330,14476,25655
2331,2316,18338
2332,2316,1158
2333,2316,19642
2334,2316,24641
2335,2316,31914
2336,6535,3167
2337,6535,35672
2338,6535,13708
2339,6535,20680
2340,6535,5844
2341,4842,19854
2342,4842,36444
2343,4842,18404
2344,4842,16830
2345,4842,15883
2346,4842,4581
2347,4842,16308
2348,4842,28538
2349,4842,6949
2350,4842,29824
2351,4842,32363
2352,4842,12828
2353,4842,3621
2354,4842,19752
2355,4842,2607
2356,4842,21908
2357,4842,8527
2358,4842,23499
2359,4842,21806
2360,4842,31369
2361,4842,10765
2362,4842,10270
2363,4842,21713
2364,4842,37505
2365,4842,11199
2366,4842,16715
2367,4842,7133
2368,4842,35414
2369,4842,2383
2370,4842,22892
2371,4842,16805
2372,4842,30753
2373,4842,2049
2374,4842,5579
2375,4842,28387
2376,4842,17519
2377,4842,21257
2378,4842,17674
2379,4842,19819
2380,4842,37210
2381,4842,27610
2382,4842,30428
2383,4842,19419
2384,4842,34450
2385,4842,28006
2386,6532,11299
2387,6532,6629
2388,6532,14138
2389,6532,2493
2390,2038,12796
2391,2038,36910
2392,2038,36617
2393,2038,21280
2394,2038,3571
2395,2038,14874
2396,12876,22632
2397,12876,4319
2398,12876,2576
2399,12876,30959
2400,12876,19056
2401,12876,36859
2402,12876,18550
2403,12876,37129
2404,2314,17630
2405,2314,28362
2406,16433,4617
2407,16433,29876
2408,16433,22182
2409,15550,10754
2410,15550,8093
2411,15550,11035
2412,15550,11433
2413,15550,10596
2414,15550,33571
2415,15550,10854
2416,15550,13934
2417,15550,16630
2418,15550,32064
2419,15550,36954
2420,15550,35213
2421,15550,19181
2422,1019,10474
2423,1019,33021
2424,1019,7133
2425,1019,29759
2426,1019,20089
2427,1019,16014
2428,1019,10042
2429,1019,26410
2430,1019,3859
2431,1019,35181
2432,1019,38280
2433,1019,2975
2434,1019,7964
2435,1019,11297
2436,1019,16484
2437,13608,16931
2438,13608,4169
2439,13608,17779
2440,13608,38011
2441,13608,25780
2442,13608,26264
2443,13608,35107
2444,15001,19917
2445,15001,9304
2446,15001,11514
2447,15001,29426
2448,15001,25011
2449,15001,30150
2450,15001,20402
2451,15001,15775
2452,15001,35089
2453,15001,10095
2454,15001,152
2455,15001,11831
2456,1987,25049
2457,1987,16231
2458,1987,38158
2459,1987,10398
2460,15000,36378
2461,15000,18645
2462,15000,15088
2463,15000,37924
2464,15000,9932
2465,15000,8689
2466,15000,750
2467,15000,23265
2468,15000,13411
2469,15000,9014
2470,2313,1806
2471,2313,4602
2472,2313,27996
2473,2313,34558
2474,2313,32047
2475,393,14174
2476,393,34981
2477,393,11350
2478,392,26960
2479,392,22885
2480,392,13599
2481,392,37940
2482,391,27153
2483,391,26919
2484,391,24527
2485,391,32613
2486,391,1098
2487,391,31667
2488,391,34879
2489,391,12832
2490,391,19475
2491,391,22637
2492,391,2878
2493,391,340
2494,391,29186
2495,391,4769
2496,390,5825
2497,390,33039
2498,390,32954
2499,397,30960
2500,397,7276
2501,397,36713
2502,397,3788
2503,397,22709
2504,397,18675
2505,396,14631
2506,396,12
2507,396,3513
2508,396,14239
2509,395,13182
2510,395,9057
2511,395,10042
2512,395,14593
2513,394,26261
2514,394,24289
2515,4404,37267
2516,4404,33573
2517,4404,3150
2518,4404,9488
2519,4404,21999
2520,4404,25803
2521,4404,983
2522,4404,4459
2523,4404,7310
2524,4404,1959
2525,399,20807
2526,399,16730
2527,399,1123
2528,399,20336
2529,399,21459
2530,399,10800
2531,398,13242
2532,398,12959
2533,398,30413
2534,398,11886
2535,398,2336
2536,398,7420
2537,398,17977
2538,398,30987
2539,398,31022
2540,398,14832
2541,398,32930
2542,398,6916
2543,398,27746
2544,398,29117
2545,398,7520
2546,398,8828
2547,398,22667
2548,398,9676
2549,398,28764
2550,398,14589
2551,398,958
2552,398,3525
2553,398,21514
2554,398,34545
2555,398,17051
2556,398,1582
2557,398,7994
2558,398,27429
2559,398,11737
2560,398,35521
2561,398,5651
2562,398,30901
2563,398,17741
2564,398,33679
2565,398,23452
2566,398,37041
2567,398,34137
2568,398,258
2569,398,9680
2570,398,17075
2571,398,37844
2572,398,26577
2573,398,7357
2574,398,25945
2575,398,24147
2576,398,22104
2577,398,5566
2578,6640,27489
2579,6640,37491
2580,6640,9128
2581,6640,15213
2582,6640,31602
2583,6640,3631
2584,6640,35377
2585,6640,25967
2586,2309,4940
2587,2309,19266
2588,2309,6566
2589,2309,24954
2590,2309,33973
2591,2309,5311
2592,2309,23364
2593,2309,12396
2594,2309,1050
2595,2308,33648
2596,2308,27698
2597,2308,34158
2598,2308,26182
2599,5455,25572
2600,5455,21299
2601,5455,18069
2602,13618,22468
2603,13618,8828
2604,13618,5980
2605,13618,1614
2606,13618,19278
2607,13618,4574
2608,13618,32413
2609,13618,14000
2610,13618,37907
2611,13618,6110
2612,13618,26541
2613,13618,3637
2614,13618,34259
2615,13619,16660
2616,13619,9256
2617,13619,35425
2618,13619,36223
2619,13619,28323
2620,13619,24612
2621,13619,25033
2622,4725,36375
2623,4725,33366
2624,2300,25030
2625,2300,14957
2626,2303,2444
2627,2303,9186
2628,2303,8325
2629,2303,22856
2630,2303,2828
2631,2303,26762
2632,2303,5293
2633,2303,16258
2634,2303,29977
2635,2303,7212
2636,2303,17629
2637,2303,31285
2638,2303,14505
2639,2303,2806
2640,2303,7133
2641,2303,27956
2642,2303,20241
2643,2303,36132
2644,2303,8437
2645,2303,35269
2646,2303,12512
2647,2303,9644
2648,2303,23806
2649,2303,36184
2650,2303,37713
2651,2303,21009
2652,2303,28502
2653,2303,5121
2654,2303,3870
2655,4726,20347
2656,4726,19358
2657,4726,12054
2658,4726,6997
2659,4726,787
2660,4726,80
2661,4726,1267
2662,4726,100
2663,4726,25060
2664,4726,25097
2665,4726,31666
2666,4726,14422
2667,4726,27691
2668,4726,18507
2669,4726,29056
2670,4726,20281
2671,13610,29592
2672,13610,28079
2673,13610,12825
2674,13610,17116
2675,13610,31151
2676,13610,23451
2677,13610,2839
2678,13610,13010
2679,13610,8683
2680,2304,10592
2681,2304,11782
2682,2307,11914
2683,2307,7193
2684,2307,2638
2685,2307,4057
2686,2307,1084
2687,13613,33080
2688,13613,36430
2689,13613,22806
2690,13613,14247
2691,5847,36904
2692,5847,32265
2693,5847,31628
2694,5847,28596
2695,5847,545
2696,5847,13205
2697,5847,13389
2698,5847,9575
2699,5847,20400
2700,5847,18177
2701,5847,16566
2702,5847,17730
2703,5847,25518
2704,5847,37775
2705,5847,34931
2706,5847,29640
2707,5847,300
2708,5847,6496
2709,5847,2297
2710,5847,22716
2711,5847,13500
2712,5847,32979
2713,5847,21011
2714,5847,37426
2715,5847,37605
2716,5847,6309
2717,5847,10785
2718,5847,37321
2719,5847,31349
2720,5847,31400
2721,5847,33370
2722,5847,16000
2723,5847,29363
2724,5847,8594
2725,5847,26510
2726,5847,681
2727,5847,27328
2728,5847,20553
2729,5847,12905
2730,5847,29293
2731,5847,9919
2732,5847,5268
2733,11288,26763
2734,11288,16114
2735,11288,1619
2736,11288,36822
2737,11288,9529
2738,11288,30383
2739,11288,35793
2740,11288,0
2741,11288,32768
2742,11288,36391
2743,11288,2061
2744,11288,32342
2745,11288,7431
2746,11288,21984
2747,11288,4394
2748,11288,4312
2749,11288,8115
2750,11288,22471
2751,11288,1803
2752,16066,12525
2753,16066,18129
2754,16066,28367
2755,16066,17892
2756,16066,32087
2757,16066,36041
2758,16066,25964
2759,16066,1143
2760,16066,17390
2761,16066,10941
2762,16066,7103
2763,5844,18418
2764,5844,8460
2765,5844,20306
2766,5844,3160
2767,5844,5507
2768,5843,12627
2769,5843,28187
2770,5843,17036
2771,5842,34535
2772,5842,8749
2773,5842,31243
2774,5842,36912
2775,5842,36638
2776,5842,6305
2777,5842,17880
2778,5842,28487
2779,5842,8115
2780,5842,10011
2781,5842,4413
2782,5842,806
2783,5842,19671
2784,5842,34379
2785,5842,19714
2786,5841,7133
2787,5841,24532
2788,5841,35633
2789,5841,14279
2790,5841,23001
2791,5841,9663
2792,5841,35963
2793,5841,33019
2794,5841,27979
2795,5841,22039
2796,5841,38122
2797,5840,28613
2798,5840,32318
2799,5840,115
2800,5840,28742
2801,5840,9606
2802,5840,31489
2803,5840,14887
2804,5840,1209
2805,5840,26688
2806,5840,34990
2807,5840,22180
2808,5840,6805
2809,5840,5911
2810,5840,14236
2811,5840,14922
2812,12874,31764
2813,12874,7517
2814,12874,19813
2815,12874,15116
2816,12874,7111
2817,12874,12756
2818,12874,19230
2819,12874,8776
2820,12874,31225
2821,12874,21733
2822,12874,366
2823,12874,26972
2824,12874,29301
2825,11280,21785
2826,11280,26541
2827,11283,32069
2828,11283,6284
2829,11283,22573
2830,11283,10614
2831,11283,8640
2832,11283,21542
2833,11283,13189
2834,11283,31759
2835,11283,6999
2836,11283,32847
2837,11283,10785
2838,11283,20431
2839,11283,29681
2840,15008,33552
2841,15008,12649
2842,15008,21402
2843,15008,37591
2844,15008,37974
2845,11285,32180
2846,11285,25745
2847,11285,17861
2848,16069,5976
2849,16069,35181
2850,16069,32847
2851,16069,33028
2852,16069,35706
2853,16069,7458
2854,16069,18550
2855,16069,31480
2856,5849,15178
2857,5849,17309
2858,11286,2604
2859,11286,30108
2860,14727,29109
2861,14727,4052
2862,14727,5502
2863,14727,4700
2864,3748,7228
2865,3748,10004
2866,3748,23875
2867,3748,26438
2868,3748,2514
2869,3749,26508
2870,3749,24739
2871,3749,3886
2872,3749,33082
2873,3749,1836
2874,3749,4806
2875,3749,9044
2876,3749,16671
2877,3746,211
2878,3746,5903
2879,3746,25777
2880,3746,14927
2881,3746,21771
2882,3746,19801
2883,3746,30
2884,3746,15277
2885,3747,4660
2886,3747,22718
2887,3747,33423
2888,3744,3959
2889,3744,15223
